",title,ticket_price,Day of the Week,Theater Type"
"3853,2:13,213.26,Weekday,multiplex"
"3854,""Batman: The Dark Knight Returns, Part 2"",406.99,Weekday,single screen"
"3855,Time to Choose,226.43,Weekday,multiplex"
"3856,In the Name of the King III,388.82,Weekday,single screen"
"3857,Wicked Blood,279.6,Weekend,multiplex"
"3858,Stranded,511.78,Weekend,multiplex"
"3859,Lords of London,510.35,Weekend,single screen"
"3860,High Anxiety,338.68,Weekend,single screen"
"3861,March of the Penguins,275.41,Weekday,multiplex"
"3862,Margin Call,281.28,Weekday,multiplex"
"3863,August,502.86,Weekday,multiplex"
"3864,Choke,264.09,Weekday,multiplex"
"3865,Whiplash,204.53,Weekend,multiplex"
"3866,City of God,142.34,Weekday,single screen"
"3867,Human Traffic,333.35,Weekday,single screen"
"3868,To Write Love on Her Arms,341.07,Weekend,multiplex"
"3869,The Dead Girl,520.45,Weekend,single screen"
"3870,The Hunt,210.62,Weekend,single screen"
"3871,A Christmas Story,290.5,Weekend,single screen"
"3872,Bella,504.2,Weekday,multiplex"
"3873,Class of 1984,511.81,Weekday,single screen"
"3874,The Opposite Sex,292.31,Weekend,multiplex"
"3875,Dreaming of Joseph Lees,329.56,Weekday,single screen"
"3876,The Class,251.64,Weekday,multiplex"
"3877,Rosemary's Baby,566.28,Weekday,single screen"
"3878,The Man Who Shot Liberty Valance,159.32,Weekend,multiplex"
"3879,Adam,566.87,Weekday,multiplex"
"3880,Maria Full of Grace,441.93,Weekend,single screen"
"3881,Beginners,365.79,Weekday,multiplex"
"3882,Feast,116.33,Weekday,multiplex"
"3883,Animal House,337.8,Weekday,multiplex"
"3884,Goldfinger,303.87,Weekend,multiplex"
"3885,Antiviral,180.61,Weekday,multiplex"
"3886,It's a Wonderful Life,428.2,Weekend,multiplex"
"3887,Trainspotting,585.58,Weekend,multiplex"
"3888,The Original Kings of Comedy,381.09,Weekend,multiplex"
"3889,Paranormal Activity 2,457.38,Weekday,single screen"
"3890,Waking Ned,134.23,Weekday,single screen"
"3891,Bowling for Columbine,308.83,Weekday,multiplex"
"3892,Coming Home,158.18,Weekday,multiplex"
"3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,406.4,Weekend,single screen"
"3894,A Room with a View,569.24,Weekend,single screen"
"3895,The Purge,430.89,Weekend,single screen"
"3896,Sinister,138.4,Weekday,multiplex"
"3897,Martin Lawrence Live: Runteldat,277.33,Weekend,single screen"
"3898,Cat on a Hot Tin Roof,375.33,Weekday,multiplex"
"3899,Beneath the Planet of the Apes,301.6,Weekend,multiplex"
"3900,Air Bud,516.82,Weekday,single screen"
"3901,Pokémon: Spell of the Unknown,507.34,Weekday,multiplex"
"3902,Friday the 13th Part VI: Jason Lives,405.92,Weekend,multiplex"
"3903,The Bridge on the River Kwai,286.73,Weekend,multiplex"
"3904,Spaced Invaders,227.67,Weekend,multiplex"
"3905,Family Plot,152.94,Weekend,single screen"
"3906,The Apartment,277.45,Weekday,single screen"
"3907,Jason Goes to Hell: The Final Friday,306.59,Weekend,multiplex"
"3908,Torn Curtain,437.91,Weekend,multiplex"
"3909,Dave Chappelle's Block Party,429.08,Weekend,single screen"
"3910,Slow West,135.05,Weekday,multiplex"
"3911,Krush Groove,297.63,Weekday,single screen"
"3912,Next Day Air,190.89,Weekend,multiplex"
"3913,Elmer Gantry,178.41,Weekday,multiplex"
"3914,Judgment at Nuremberg,513.65,Weekend,single screen"
"3915,Trippin',120.96,Weekday,single screen"
"3916,Red River,309.59,Weekday,single screen"
"3917,Phat Girlz,184.1,Weekday,single screen"
"3918,Before Midnight,539.67,Weekday,multiplex"
"3919,Teen Wolf Too,378.52,Weekend,single screen"
"3920,Phantasm II,215.69,Weekend,multiplex"
"3921,Woman Thou Art Loosed,351.21,Weekend,single screen"
"3922,Real Women Have Curves,465.74,Weekday,single screen"
"3923,Water,579.06,Weekend,multiplex"
"3924,East Is East,210.22,Weekend,single screen"
"3925,Whipped,543.09,Weekend,single screen"
"3926,Kama Sutra - A Tale of Love,567.15,Weekday,single screen"
"3927,Please Give,558.21,Weekday,single screen"
"3928,Willy Wonka & the Chocolate Factory,417.71,Weekday,multiplex"
"3929,Warlock: The Armageddon,414.91,Weekend,multiplex"
"3930,8 Heads in a Duffel Bag,301.61,Weekend,single screen"
"3931,Days of Heaven,476.2,Weekend,single screen"
"3932,Thirteen Conversations About One Thing,365.65,Weekday,single screen"
"3933,Jawbreaker,438.72,Weekday,multiplex"
"3934,Basquiat,314.23,Weekend,multiplex"
"3935,Frances Ha,465.75,Weekday,multiplex"
"3936,Tsotsi,512.24,Weekday,multiplex"
"3937,Happiness,173.22,Weekday,single screen"
"3938,DysFunktional Family,516.46,Weekday,single screen"
"3939,Tusk,370.15,Weekend,single screen"
"3940,Oldboy,522.33,Weekday,multiplex"
"3941,Letters to God,315.65,Weekday,single screen"
"3942,Hobo with a Shotgun,289.52,Weekday,multiplex"
"3943,Compadres,557.53,Weekday,multiplex"
"3944,Freeway,225.58,Weekend,single screen"
"3945,Love's Abiding Joy,522.11,Weekend,single screen"
"3946,Fish Tank,342.01,Weekday,single screen"
"3947,Damsels in Distress,357.05,Weekday,multiplex"
"3948,Creature,254.23,Weekday,multiplex"
"3949,Bachelorette,386.52,Weekday,single screen"
"3950,Brave New Girl,262.61,Weekday,single screen"
"3951,Tim and Eric's Billion Dollar Movie,119.63,Weekday,multiplex"
"3952,Summer Storm,236.0,Weekend,single screen"
"3953,Fort McCoy,103.19,Weekday,multiplex"
"3954,Chain Letter,589.18,Weekend,multiplex"
"3955,Just Looking,582.87,Weekend,single screen"
"3956,The Divide,297.58,Weekday,single screen"
"3957,The Eclipse,464.19,Weekend,single screen"
"3958,Demonic,272.9,Weekend,single screen"
"3959,My Big Fat Independent Movie,435.55,Weekend,multiplex"
"3960,The Deported,502.72,Weekend,multiplex"
"3961,Tanner Hall,573.38,Weekend,multiplex"
"3962,Open Road,300.11,Weekend,single screen"
"3963,They Came Together,491.65,Weekday,multiplex"
"3964,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,232.96,Weekend,single screen"
"3965,Never Back Down 2: The Beatdown,595.17,Weekend,single screen"
"3966,Point Blank,112.88,Weekend,single screen"
"3967,Four Single Fathers,401.76,Weekday,single screen"
"3968,Enter the Dangerous Mind,429.75,Weekend,single screen"
"3969,Something Wicked,444.02,Weekday,single screen"
"3970,AWOL-72,160.19,Weekend,multiplex"
"3971,Iguana,569.26,Weekday,single screen"
"3972,Chicago Overcoat,190.59,Weekday,multiplex"
"3973,Barry Munday,411.38,Weekend,multiplex"
"3974,Central Station,211.34,Weekend,single screen"
"3975,Pocketful of Miracles,253.61,Weekday,single screen"
"3976,Close Range,373.23,Weekend,single screen"
"3977,Boynton Beach Club,308.6,Weekday,multiplex"
"3978,Amnesiac,180.11,Weekday,single screen"
"3979,Freakonomics,185.47,Weekday,multiplex"
"3980,High Tension,309.07,Weekday,single screen"
"3981,Griff the Invisible,478.64,Weekday,single screen"
"3982,Unnatural,548.98,Weekend,multiplex"
"3983,Hustle & Flow,142.06,Weekday,multiplex"
"3984,Some Like It Hot,296.55,Weekday,single screen"
"3985,Friday the 13th Part VII: The New Blood,150.12,Weekend,multiplex"
"3986,The Wizard of Oz,108.3,Weekday,multiplex"
"3987,Young Frankenstein,430.86,Weekend,multiplex"
"3988,Diary of the Dead,401.22,Weekend,multiplex"
"3989,Lage Raho Munna Bhai,181.51,Weekend,multiplex"
"3990,Ulee's Gold,216.91,Weekday,single screen"
"3991,The Black Stallion,111.85,Weekday,single screen"
"3992,Sardaarji,517.47,Weekday,multiplex"
"3993,Journey to Saturn,587.35,Weekend,single screen"
"3994,Donovan's Reef,167.73,Weekday,single screen"
"3995,The Dress,215.74,Weekend,multiplex"
"3996,A Guy Named Joe,534.2,Weekday,single screen"
"3997,Blazing Saddles,563.23,Weekend,multiplex"
"3998,Friday the 13th: The Final Chapter,309.81,Weekday,multiplex"
"3999,Ida,125.31,Weekday,single screen"
"4000,Maurice,119.7,Weekday,multiplex"
"4001,Beer League,386.97,Weekday,single screen"
"4002,Riding Giants,296.45,Weekend,multiplex"
"4003,Timecrimes,114.33,Weekday,single screen"
"4004,Silver Medalist,391.63,Weekday,multiplex"
"4005,Timber Falls,105.65,Weekday,single screen"
"4006,Singin' in the Rain,493.69,Weekday,multiplex"
"4007,""Fat, Sick & Nearly Dead"",253.22,Weekend,multiplex"
"4008,A Haunted House,120.13,Weekday,single screen"
"4009,2016: Obama's America,234.0,Weekend,single screen"
"4010,That Thing You Do!,184.86,Weekend,multiplex"
"4011,Halloween III: Season of the Witch,109.57,Weekday,multiplex"
"4012,Escape from the Planet of the Apes,489.55,Weekend,single screen"
"4013,Hud,404.85,Weekend,single screen"
"4014,Kevin Hart: Let Me Explain,449.82,Weekend,multiplex"
"4015,My Own Private Idaho,519.08,Weekday,single screen"
"4016,Garden State,501.41,Weekend,multiplex"
"4017,Before Sunrise,580.46,Weekend,multiplex"
"4018,Evil Words,367.97,Weekend,single screen"
"4019,Jesus' Son,344.25,Weekday,single screen"
"4020,Saving Face,300.94,Weekend,single screen"
"4021,Brick Lane,176.85,Weekday,single screen"
"4022,Robot & Frank,386.3,Weekday,single screen"
"4023,My Life Without Me,238.51,Weekday,multiplex"
"4024,The Spectacular Now,560.65,Weekday,multiplex"
"4025,Religulous,391.6,Weekday,single screen"
"4026,Fuel,396.42,Weekday,single screen"
"4027,Valley of the Heart's Delight,277.46,Weekend,single screen"
"4028,Eye of the Dolphin,125.99,Weekday,multiplex"
"4029,8: The Mormon Proposition,115.87,Weekend,single screen"
"4030,The Other End of the Line,311.67,Weekend,single screen"
"4031,Anatomy,142.28,Weekday,multiplex"
"4032,Sleep Dealer,403.42,Weekend,multiplex"
"4033,Super,540.49,Weekend,single screen"
"4034,Christmas Mail,541.46,Weekend,single screen"
"4035,Stung,429.52,Weekend,single screen"
"4036,Antibirth,205.62,Weekday,multiplex"
"4037,Get on the Bus,531.5,Weekend,single screen"
"4038,Thr3e,543.05,Weekday,single screen"
"4039,Idiocracy,198.33,Weekend,single screen"
"4040,The Rise of the Krays,468.71,Weekend,multiplex"
"4041,This Is England,243.26,Weekday,multiplex"
"4042,U.F.O.,501.32,Weekend,single screen"
"4043,Bathing Beauty,598.62,Weekend,single screen"
"4044,Go for It!,115.01,Weekend,multiplex"
"4045,""Dancer, Texas Pop. 81"",548.68,Weekday,multiplex"
"4046,Show Boat,411.32,Weekend,multiplex"
"4047,Redemption Road,586.69,Weekday,multiplex"
"4048,The Calling,332.5,Weekend,multiplex"
"4049,The Brave Little Toaster,523.69,Weekday,multiplex"
"4050,Fantasia,131.2,Weekday,multiplex"
"4051,8 Days,267.64,Weekend,multiplex"
"4052,Friday the 13th Part III,133.51,Weekend,multiplex"
"4053,Friday the 13th: A New Beginning,587.67,Weekday,single screen"
"4054,The Last Sin Eater,508.49,Weekday,single screen"
"4055,Do You Believe?,526.27,Weekend,single screen"
"4056,Impact Point,568.98,Weekday,multiplex"
"4057,The Valley of Decision,142.55,Weekend,single screen"
"4058,Eden,292.8,Weekend,multiplex"
"4059,Chicken Tikka Masala,135.52,Weekend,multiplex"
"4060,There's Always Woodstock,205.4,Weekend,single screen"
"4061,Jack Brooks: Monster Slayer,214.68,Weekday,multiplex"
"4062,The Best Years of Our Lives,334.55,Weekend,single screen"
"4063,Bully,234.28,Weekday,single screen"
"4064,Elling,150.49,Weekend,single screen"
"4065,Mi America,183.75,Weekday,multiplex"
"4066,[REC],173.64,Weekend,single screen"
"4067,Lies in Plain Sight,586.54,Weekday,multiplex"
"4068,Sharkskin,479.65,Weekday,single screen"
"4069,Containment,583.88,Weekend,single screen"
"4070,The Timber,319.87,Weekend,single screen"
"4071,From Russia with Love,239.18,Weekend,multiplex"
"4072,The Toxic Avenger Part II,499.15,Weekend,multiplex"
"4073,Sleeper,263.13,Weekday,multiplex"
"4074,It Follows,249.69,Weekend,single screen"
"4075,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,216.25,Weekday,single screen"
"4076,To Kill a Mockingbird,164.84,Weekday,multiplex"
"4077,Mad Max 2: The Road Warrior,228.23,Weekend,multiplex"
"4078,The Legend of Drunken Master,277.66,Weekday,multiplex"
"4079,Boys Don't Cry,437.0,Weekday,multiplex"
"4080,Silent House,131.28,Weekday,multiplex"
"4081,The Lives of Others,205.25,Weekday,multiplex"
"4082,Courageous,504.51,Weekend,single screen"
"4083,The Hustler,173.46,Weekend,multiplex"
"4084,Boom Town,271.32,Weekend,single screen"
"4085,The Triplets of Belleville,532.33,Weekend,single screen"
"4086,Smoke Signals,177.46,Weekday,multiplex"
"4087,American Splendor,141.37,Weekday,multiplex"
"4088,Before Sunset,342.27,Weekend,single screen"
"4089,Amores perros,251.21,Weekend,multiplex"
"4090,Thirteen,381.7,Weekend,multiplex"
"4091,Gentleman's Agreement,501.9,Weekday,single screen"
"4092,Winter's Bone,168.57,Weekend,single screen"
"4093,Touching the Void,390.35,Weekend,single screen"
"4094,Alexander's Ragtime Band,352.75,Weekend,multiplex"
"4095,Me and You and Everyone We Know,172.04,Weekday,single screen"
"4096,Inside Job,412.0,Weekday,multiplex"
"4097,We Are Your Friends,236.82,Weekday,single screen"
"4098,Ghost Dog: The Way of the Samurai,343.92,Weekday,single screen"
"4099,Harsh Times,141.14,Weekday,single screen"
"4100,Captive,329.79,Weekday,multiplex"
"4101,Full Frontal,253.23,Weekday,multiplex"
"4102,Witchboard,511.19,Weekday,single screen"
"4103,Shortbus,128.49,Weekend,single screen"
"4104,Waltz with Bashir,309.3,Weekend,single screen"
"4105,""The Book of Mormon Movie, Volume 1: The Journey"",329.22,Weekday,multiplex"
"4106,No End in Sight,462.5,Weekday,single screen"
"4107,The Diary of a Teenage Girl,387.14,Weekend,multiplex"
"4108,In the Shadow of the Moon,433.61,Weekday,single screen"
"4109,Meek's Cutoff,488.52,Weekday,single screen"
"4110,Inside Deep Throat,531.1,Weekday,single screen"
"4111,Dinner Rush,256.94,Weekend,single screen"
"4112,Clockwatchers,369.01,Weekend,single screen"
"4113,The Virginity Hit,520.05,Weekend,single screen"
"4114,Subway,594.73,Weekend,multiplex"
"4115,House of D,544.76,Weekend,single screen"
"4116,Teeth,285.73,Weekday,multiplex"
"4117,Six-String Samurai,197.58,Weekend,single screen"
"4118,Hum To Mohabbat Karega,344.7,Weekday,single screen"
"4119,It's All Gone Pete Tong,470.82,Weekday,multiplex"
"4120,Saint John of Las Vegas,346.28,Weekend,single screen"
"4121,24 7: Twenty Four Seven,341.59,Weekend,multiplex"
"4122,Stonewall,519.12,Weekday,multiplex"
"4123,Roadside Romeo,280.7,Weekday,single screen"
"4124,This Thing of Ours,529.9,Weekday,multiplex"
"4125,The Lost Medallion: The Adventures of Billy Stone,303.4,Weekend,multiplex"
"4126,The Last Five Years,264.12,Weekend,single screen"
"4127,The Missing Person,326.99,Weekend,multiplex"
"4128,Return of the Living Dead 3,481.22,Weekend,single screen"
"4129,London,163.0,Weekend,single screen"
"4130,Sherrybaby,198.21,Weekday,single screen"
"4131,Circle,575.72,Weekend,single screen"
"4132,Eden Lake,187.75,Weekday,multiplex"
"4133,Plush,383.86,Weekday,single screen"
"4134,Lesbian Vampire Killers,389.66,Weekday,single screen"
"4135,Gangster's Paradise: Jerusalema,344.81,Weekend,multiplex"
"4136,Freeze Frame,422.37,Weekend,single screen"
"4137,Grave Encounters,214.91,Weekend,single screen"
"4138,Stitches,376.33,Weekday,multiplex"
"4139,Nine Dead,286.09,Weekday,multiplex"
"4140,""To Be Frank, Sinatra at 100"",430.83,Weekday,multiplex"
"4141,Bananas,170.61,Weekday,multiplex"
"4142,Supercapitalist,385.44,Weekday,multiplex"
"4143,Rockaway,192.64,Weekday,multiplex"
"4144,The Lady from Shanghai,239.32,Weekend,multiplex"
"4145,No Man's Land: The Rise of Reeker,209.35,Weekend,single screen"
"4146,Highway,191.42,Weekend,multiplex"
"4147,Small Apartments,512.86,Weekend,multiplex"
"4148,Coffee Town,242.85,Weekday,multiplex"
"4149,The Ghastly Love of Johnny X,563.56,Weekday,single screen"
"4150,All Is Bright,584.96,Weekend,single screen"
"4151,The Torture Chamber of Dr. Sadism,385.63,Weekday,multiplex"
"4152,Straight A's,171.5,Weekend,multiplex"
"4153,A Funny Thing Happened on the Way to the Forum,287.27,Weekend,multiplex"
"4154,Slacker Uprising,498.87,Weekend,single screen"
"4155,The Legend of Hell's Gate: An American Conspiracy,283.7,Weekday,single screen"
"4156,The Walking Deceased,143.51,Weekend,multiplex"
"4157,The Curse of Downers Grove,378.39,Weekend,single screen"
"4158,Shark Lake,522.56,Weekend,multiplex"
"4159,River's Edge,497.96,Weekday,single screen"
"4160,Northfork,187.56,Weekday,single screen"
"4161,The Marine 4: Moving Target,436.38,Weekend,multiplex"
"4162,Buried,210.25,Weekday,multiplex"
"4163,Submarine,209.1,Weekday,multiplex"
"4164,The Square,537.04,Weekday,multiplex"
"4165,One to Another,224.83,Weekday,single screen"
"4166,ABCD (Any Body Can Dance),231.62,Weekday,single screen"
"4167,Man on Wire,100.33,Weekday,single screen"
"4168,Abandoned,535.33,Weekday,multiplex"
"4169,Brotherly Love,496.3,Weekday,single screen"
"4170,The Last Exorcism,413.66,Weekday,multiplex"
"4171,Nowhere Boy,475.13,Weekday,single screen"
"4172,A Streetcar Named Desire,176.02,Weekend,multiplex"
"4173,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,329.16,Weekend,multiplex"
"4174,The Crime of Padre Amaro,275.61,Weekday,single screen"
"4175,Beasts of the Southern Wild,146.89,Weekend,multiplex"
"4176,Battle for the Planet of the Apes,343.07,Weekend,multiplex"
"4177,Songcatcher,560.37,Weekday,single screen"
"4178,Higher Ground,120.03,Weekday,multiplex"
"4179,Vaalu,245.73,Weekday,multiplex"
"4180,The Greatest Movie Ever Sold,203.77,Weekend,multiplex"
"4181,Ed and His Dead Mother,219.07,Weekend,single screen"
"4182,Travellers and Magicians,554.22,Weekday,single screen"
"4183,Hang 'em High,334.03,Weekday,multiplex"
"4184,Deadline - U.S.A.,333.15,Weekday,single screen"
"4185,Sublime,480.29,Weekend,multiplex"
"4186,A Beginner's Guide to Snuff,177.25,Weekend,multiplex"
"4187,Independence Daysaster,343.63,Weekend,multiplex"
"4188,Dysfunctional Friends,314.99,Weekend,multiplex"
"4189,Run Lola Run,398.46,Weekday,multiplex"
"4190,May,599.78,Weekday,single screen"
"4191,Against the Wild,484.72,Weekday,multiplex"
"4192,Under the Same Moon,298.93,Weekday,single screen"
"4193,Conquest of the Planet of the Apes,513.78,Weekend,single screen"
"4194,In the Bedroom,185.35,Weekend,multiplex"
"4195,I Spit on Your Grave,115.23,Weekday,multiplex"
"4196,""Happy, Texas"",202.22,Weekday,single screen"
"4197,My Summer of Love,270.21,Weekend,single screen"
"4198,The Lunchbox,355.29,Weekday,single screen"
"4199,Yes,407.56,Weekend,multiplex"
"4200,You Can't Take It With You,555.3,Weekday,single screen"
"4201,From Here to Eternity,354.93,Weekday,multiplex"
"4202,She Wore a Yellow Ribbon,350.64,Weekday,multiplex"
"4203,Grace Unplugged,125.12,Weekday,multiplex"
"4204,Foolish,117.46,Weekday,single screen"
"4205,N-Secure,375.58,Weekday,multiplex"
"4206,Caramel,319.09,Weekday,multiplex"
"4207,Out of the Dark,519.59,Weekend,multiplex"
"4208,The Bubble,180.34,Weekend,multiplex"
"4209,The Conversation,112.49,Weekend,multiplex"
"4210,Dil Jo Bhi Kahey...,324.52,Weekend,single screen"
"4211,Mississippi Mermaid,218.74,Weekend,multiplex"
"4212,I Love Your Work,124.81,Weekday,multiplex"
"4213,Cabin Fever,462.3,Weekday,single screen"
"4214,Waitress,155.8,Weekend,multiplex"
"4215,Bloodsport,404.16,Weekday,single screen"
"4216,Mr. Smith Goes to Washington,240.52,Weekend,multiplex"
"4217,Kids,186.75,Weekend,single screen"
"4218,The Squid and the Whale,289.88,Weekday,single screen"
"4219,Kissing Jessica Stein,500.72,Weekday,multiplex"
"4220,Kickboxer: Vengeance,296.05,Weekday,multiplex"
"4221,Spellbound,475.38,Weekend,multiplex"
"4222,Exotica,162.74,Weekday,single screen"
"4223,Buffalo '66,486.39,Weekend,single screen"
"4224,Insidious,218.47,Weekend,single screen"
"4225,Repo Man,438.7,Weekend,multiplex"
"4226,Nine Queens,382.89,Weekday,single screen"
"4227,The Gatekeepers,564.57,Weekday,single screen"
"4228,The Ballad of Jack and Rose,293.66,Weekend,multiplex"
"4229,The To Do List,133.08,Weekday,single screen"
"4230,Killing Zoe,109.58,Weekday,single screen"
"4231,The Believer,513.43,Weekday,multiplex"
"4232,Snow Angels,362.37,Weekend,single screen"
"4233,Unsullied,487.62,Weekend,multiplex"
"4234,Session 9,217.21,Weekday,multiplex"
"4235,Hatchet,115.05,Weekday,multiplex"
"4236,Modern Times,580.75,Weekday,single screen"
"4237,Stolen Summer,433.93,Weekday,single screen"
"4238,My Name Is Bruce,566.6,Weekend,multiplex"
"4239,The Salon,232.75,Weekend,multiplex"
"4240,Road Hard,405.73,Weekend,single screen"
"4241,Forty Shades of Blue,439.25,Weekday,multiplex"
"4242,Amigo,258.77,Weekday,multiplex"
"4243,Pontypool,524.05,Weekday,multiplex"
"4244,Trucker,573.58,Weekend,single screen"
"4245,Me You and Five Bucks,542.43,Weekday,single screen"
"4246,The Lords of Salem,469.53,Weekend,multiplex"
"4247,Housebound,238.73,Weekend,multiplex"
"4248,Wal-Mart: The High Cost of Low Price,240.81,Weekend,single screen"
"4249,Fetching Cody,581.68,Weekend,single screen"
"4250,Last I Heard,105.14,Weekend,multiplex"
"4251,Closer to the Moon,458.02,Weekend,multiplex"
"4252,Mutant World,453.12,Weekday,single screen"
"4253,Growing Up Smith,411.34,Weekday,single screen"
"4254,Checkmate,595.05,Weekend,single screen"
"4255,#Horror,255.94,Weekend,multiplex"
"4256,Wind Walkers,269.99,Weekday,single screen"
"4257,Snow White and the Seven Dwarfs,139.47,Weekend,multiplex"
"4258,The Holy Girl,321.4,Weekend,single screen"
"4259,Shalako,230.52,Weekday,single screen"
"4260,Incident at Loch Ness,271.69,Weekend,single screen"
"4261,The Dog Lover,517.29,Weekend,single screen"
"4262,GirlHouse,567.74,Weekend,multiplex"
"4263,The Blue Room,192.87,Weekday,multiplex"
"4264,House at the End of the Drive,286.25,Weekday,single screen"
"4265,Batman,564.32,Weekday,multiplex"
"4266,""Lock, Stock and Two Smoking Barrels"",130.9,Weekend,single screen"
"4267,The Ballad of Gregorio Cortez,146.18,Weekend,single screen"
"4268,The Celebration,181.4,Weekday,single screen"
"4269,Trees Lounge,397.61,Weekend,single screen"
"4270,Journey from the Fall,175.24,Weekend,multiplex"
"4271,The Basket,584.04,Weekend,single screen"
"4272,Eddie: The Sleepwalking Cannibal,323.36,Weekend,single screen"
"4273,Queen of the Mountains,350.76,Weekend,multiplex"
"4274,Def-Con 4,223.33,Weekday,single screen"
"4275,The Hebrew Hammer,335.48,Weekend,single screen"
"4276,Neal 'n' Nikki,430.96,Weekday,single screen"
"4277,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,475.59,Weekend,multiplex"
"4278,Forget Me Not,476.93,Weekday,single screen"
"4279,Rebecca,388.95,Weekend,multiplex"
"4280,Friday the 13th Part 2,552.18,Weekday,single screen"
"4281,The Lost Weekend,508.7,Weekend,single screen"
"4282,C.H.U.D.,478.52,Weekday,multiplex"
"4283,Filly Brown,127.8,Weekend,single screen"
"4284,The Lion of Judah,103.44,Weekday,single screen"
"4285,Niagara,206.22,Weekend,multiplex"
"4286,How Green Was My Valley,431.76,Weekday,multiplex"
"4287,Da Sweet Blood of Jesus,305.6,Weekday,multiplex"
"4288,""Sex, Lies, and Videotape"",301.2,Weekend,multiplex"
"4289,Saw,542.29,Weekend,multiplex"
"4290,Super Troopers,547.78,Weekday,single screen"
"4291,The Algerian,554.59,Weekend,multiplex"
"4292,The Amazing Catfish,256.94,Weekday,single screen"
"4293,Monsoon Wedding,445.53,Weekday,single screen"
"4294,You Can Count on Me,235.82,Weekday,single screen"
"4295,The Trouble with Harry,195.3,Weekend,multiplex"
"4296,But I'm a Cheerleader,192.32,Weekday,multiplex"
"4297,Home Run,271.05,Weekday,single screen"
"4298,Reservoir Dogs,314.98,Weekend,multiplex"
"4299,The Blue Bird,515.47,Weekend,multiplex"
"4300,""The Good, the Bad and the Ugly"",159.95,Weekend,multiplex"
"4301,The Second Mother,467.46,Weekend,multiplex"
"4302,Blue Like Jazz,365.73,Weekday,single screen"
"4303,Down & Out With The Dolls,243.97,Weekday,single screen"
"4304,""Pink Ribbons, Inc."",346.41,Weekday,multiplex"
"4305,Certifiably Jonathan,249.97,Weekday,single screen"
"4306,Desire,398.04,Weekend,multiplex"
"4307,The Blade of Don Juan,316.92,Weekday,multiplex"
"4308,Grand Theft Parsons,182.2,Weekday,single screen"
"4309,Extreme Movie,158.29,Weekend,single screen"
"4310,The Charge of the Light Brigade,373.35,Weekday,single screen"
"4311,Below Zero,551.21,Weekday,multiplex"
"4312,Crowsnest,271.98,Weekday,single screen"
"4313,Airborne,466.5,Weekday,multiplex"
"4314,Cotton Comes to Harlem,429.33,Weekday,single screen"
"4315,The Wicked Within,565.78,Weekday,single screen"
"4316,Bleeding Hearts,510.49,Weekend,multiplex"
"4317,Waiting...,383.3,Weekend,multiplex"
"4318,Dead Man's Shoes,428.52,Weekday,multiplex"
"4319,From a Whisper to a Scream,549.19,Weekday,multiplex"
"4320,Sex With Strangers,299.76,Weekend,multiplex"
"4321,Dracula: Pages from a Virgin's Diary,263.4,Weekday,multiplex"
"4322,Faith Like Potatoes,105.41,Weekday,multiplex"
"4323,Beyond the Black Rainbow,513.28,Weekday,multiplex"
"4324,The Raid,500.49,Weekend,single screen"
"4325,The Dead Undead,152.23,Weekday,multiplex"
"4326,The Vatican Exorcisms,388.43,Weekend,multiplex"
"4327,Casablanca,331.99,Weekday,single screen"
"4328,Lake Mungo,159.35,Weekend,multiplex"
"4329,Rocket Singh: Salesman of the Year,590.28,Weekend,single screen"
"4330,Silent Running,207.35,Weekday,single screen"
"4331,Rocky,133.62,Weekend,multiplex"
"4332,The Sleepwalker,397.42,Weekday,single screen"
"4333,Tom Jones,469.43,Weekend,multiplex"
"4334,Unfriended,116.22,Weekday,single screen"
"4335,Taxi Driver,429.36,Weekday,single screen"
"4336,The Howling,366.15,Weekend,single screen"
"4337,Dr. No,151.63,Weekday,multiplex"
"4338,Chernobyl Diaries,186.26,Weekday,multiplex"
"4339,Hellraiser,383.99,Weekend,single screen"
"4340,God's Not Dead 2,248.18,Weekday,single screen"
"4341,Cry_Wolf,569.16,Weekday,multiplex"
"4342,Godzilla 2000,509.37,Weekend,multiplex"
"4343,Blue Valentine,591.78,Weekend,single screen"
"4344,Transamerica,229.84,Weekday,single screen"
"4345,The Devil Inside,584.86,Weekday,multiplex"
"4346,Beyond the Valley of the Dolls,315.62,Weekend,multiplex"
"4347,Love Me Tender,273.76,Weekend,multiplex"
"4348,An Inconvenient Truth,125.17,Weekday,multiplex"
"4349,Sands of Iwo Jima,126.38,Weekend,multiplex"
"4350,Shine a Light,446.01,Weekday,single screen"
"4351,The Green Inferno,328.96,Weekday,multiplex"
"4352,Departure,213.26,Weekday,single screen"
"4353,The Sessions,406.99,Weekday,multiplex"
"4354,""Food, Inc."",226.43,Weekday,single screen"
"4355,October Baby,388.82,Weekend,multiplex"
"4356,Next Stop Wonderland,279.6,Weekend,multiplex"
"4357,The Skeleton Twins,511.78,Weekend,single screen"
"4358,Martha Marcy May Marlene,510.35,Weekend,single screen"
"4359,Obvious Child,338.68,Weekday,multiplex"
"4360,Frozen River,275.41,Weekday,multiplex"
